redshift,Volume_phys,Area_phys,Genus,IMC_phys,L_phys,B_phys,T_phys,P,F
12.603,117.43862962962966,149.80154722222224,25.655862,49.15724,3.911808333333333,3.0473950000000003,2.3518833333333333,0.1288156719709764,0.12421153570739174
12.603,89.78945833333336,119.23645833333335,22.61621,42.86552833333334,3.41113,2.7816400000000003,2.2591116666666666,0.10366079662060984,0.10164918122261928
12.603,1884.1217916666671,1705.8572805555557,177.382108,306.131825,24.361196666666668,5.572296666666671,3.313505,0.2542023501537381,0.6276881816221915
12.603,143.52751851851855,181.60197222222226,31.193848,58.33570666666667,4.6422083333333335,3.113049999999999,2.3710233333333335,0.13530575205048298,0.1971769691746784
12.603,115.03826388888892,164.12528055555558,31.02492,59.51808333333334,4.736298333333333,2.75757,2.102751666666667,0.1347273654384328,0.26404631697781367
12.603,285.7857361111112,303.2057055555556,42.746857,78.55568666666667,6.251263333333333,3.8597550000000025,2.8276416666666666,0.15433708882230734,0.2365249725093628
12.603,344.07636111111117,404.9107138888889,58.766989,107.45717166666668,8.55117,3.7681133333333325,2.549275,0.1929338943598263,0.3882577043848602
12.603,103.62689814814817,129.72256111111113,24.058875,45.14907,3.5928483333333334,2.8732049999999996,2.396505,0.09046038586563579,0.11129560741843564
12.603,121.27952314814817,150.6876027777778,25.837198,50.894938333333336,4.050090000000001,2.9607583333333336,2.4145216666666665,0.10162013265665547,0.15537801060214063
12.603,120.55075462962965,145.76057222222224,24.552847,47.00264333333333,3.7403516666666667,3.101115,2.48114,0.11106174834363533,0.09343561809358619
12.603,100.53193055555558,133.64376944444444,24.162386,46.327855,3.6866533333333336,2.8847383333333325,2.256715,0.12214899029846282,0.12203122879856766
12.603,99.71755092592595,146.3484416666667,28.627742,54.018175,4.29863,2.709245,2.0441116666666668,0.13992918688337438,0.2267998501685604
12.603,190.3811018518519,243.98197222222225,40.110157,74.43508333333334,5.923355,3.2777816666666655,2.340925,0.16673884618761597,0.2875267946967423
12.603,158.85684722222226,216.9079638888889,38.313843,72.09188166666667,5.73689,3.008771666666667,2.19711,0.15591243109956723,0.31193961501292927
12.603,531.0702453703705,508.7896555555556,61.143589,111.58365833333333,8.879545,4.559715,3.1313733333333333,0.18571385540797972,0.32143362060113434
12.603,1013.6313842592594,812.4855083333334,76.776233,136.46877333333333,10.85984,5.953636666666665,3.7427050000000004,0.22801709579471965,0.29180183436184043
12.603,152.7867453703704,187.70970277777778,31.262566,57.720576666666666,4.593258333333334,3.2520416666666665,2.441856666666667,0.14229003620542335,0.17095798333609516
12.603,1579.328916666667,1127.5942472222223,104.639243,185.187595,14.73676,6.08893,4.201855,0.18337522356166222,0.415248186254573
12.603,216.54706018518525,249.4456305555556,38.094052,73.15479166666667,5.8214733333333335,3.409833333333333,2.60434,0.13393251053622207,0.2612457896895782
12.603,110.44292592592595,161.74518888888892,31.371245,59.014086666666664,4.696191666666667,2.740790000000001,2.048461666666667,0.144558770663893,0.2629294725077758
12.603,696.5277083333335,624.8438222222223,67.0014,117.93028500000001,9.384593333333333,5.298416666666667,3.3441683333333336,0.22611849734001266,0.27829284776531965
12.603,538.8976157407408,471.4859305555556,55.515811,100.60180333333334,8.005636666666668,4.686655000000001,3.4289316666666667,0.15497626788944407,0.26149585542405984
12.603,378.7725555555556,392.35696111111116,52.440146,89.01572,7.083646666666667,4.407726666666667,2.8961316666666668,0.2069584226601694,0.23286337693318923
12.603,212.7490046296297,241.50147222222225,34.802775,64.87583,5.162655,3.7225183333333334,2.642828333333333,0.1696199840385756,0.16208312574656203
12.603,125.84921759259261,175.75990833333336,32.359583,60.43523833333333,4.809283333333333,2.908235000000001,2.148086666666667,0.1503362292681143,0.24632896887622108
12.603,103.64399537037039,135.00434722222224,24.664133,46.699165,3.716201666666667,2.8909366666666667,2.303125,0.11316994375307442,0.1249050584935536
12.603,941.7778657407409,846.2935611111112,82.294885,138.85294166666665,11.049566666666667,6.094891666666668,3.33848,0.2921979292310297,0.28899571533075546
12.603,83.6166527777778,117.59653611111112,22.774122,43.414965,3.4548533333333338,2.7086633333333343,2.13314,0.1188654915764858,0.1210656254140627
12.603,761.8057453703705,679.0560083333334,78.343271,141.397515,11.252056666666668,4.802460000000001,3.36558,0.17591490737067894,0.4017309770563009
12.603,82.11625000000002,104.57987777777778,20.558629,38.923049999999996,3.0973983333333335,2.686836666666667,2.3556033333333333,0.06568909760618548,0.07097942366910506
12.603,165.88680555555558,185.79699444444446,30.298093,57.00623333333334,4.536411666666667,3.259240000000001,2.678516666666667,0.09780180730433001,0.1638312897083009
12.603,348.81731018518525,366.864525,51.084874,94.27182333333333,7.501913333333333,3.8915600000000024,2.85242,0.1540840868448604,0.3168790787240177
12.603,141.98437500000003,183.60632222222225,31.54509,60.30400333333334,4.79884,3.0446783333333345,2.319926666666667,0.13509879416409362,0.22364474616089577
12.603,1254.5687824074075,935.1543055555557,82.150109,144.63414666666668,11.50962,6.465653333333334,4.02469,0.23268669630450614,0.2806058396515806
12.603,238.16051388888891,248.7593083333334,33.671315,65.74410333333333,5.231750000000001,3.783751666666667,2.87218,0.13695628385607922,0.16061206429444397
12.603,82.08202314814817,124.89189444444445,25.294756,47.992675,3.819135,2.6023116666666675,1.9716733333333334,0.13787503311299312,0.18949364473426022
12.603,274.66665277777787,384.3032972222223,65.698773,121.950535,9.704515,3.151305000000001,2.14414,0.19019459176707545,0.5097465583681163
12.603,189.48978703703708,267.1808333333334,46.229247,87.17883333333333,6.937471666666667,3.064745,2.127658333333333,0.18047262635606762,0.3871868402504112
12.603,515.6465694444446,506.57229444444454,59.526945,106.23422333333333,8.453850000000001,4.768446666666668,3.05374,0.2192106555029796,0.27872641389329983
12.603,110.52850462962965,142.23497500000002,25.168852,49.910788333333336,3.9717750000000005,2.849783333333334,2.3312516666666667,0.10008264114538251,0.16447732495141015
12.603,1905.9663981481485,1439.2275111111112,135.170907,241.80710833333333,19.242398333333334,5.951964999999999,3.9728950000000003,0.19940533166210894,0.5275161415073134
12.603,4014.4941851851863,1996.1776361111115,121.643557,204.26728333333335,16.255073333333332,9.772380000000002,6.033271666666667,0.23656780575640093,0.2490713651585325
12.603,96.66538888888891,140.55429722222223,27.748649,52.04987666666667,4.1419983333333334,2.7003766666666658,2.063231666666667,0.1337526000073472,0.2106902452243071
12.603,136.68587962962965,156.23393611111112,25.641593,48.536228333333334,3.86239,3.218913333333334,2.6246383333333334,0.10169756920092267,0.09086980692349
12.603,81.33609722222224,110.64525277777778,21.803909,41.88138,3.332815,2.641871666666667,2.205321666666667,0.09006242787922632,0.11564511611766529
12.603,118.99900000000002,146.88266111111113,26.094337,49.52626,3.941175,2.9657533333333332,2.4304916666666667,0.0991915056982525,0.14122365537792125
12.603,98.98017129629632,144.20523611111113,27.266403,52.046285000000005,4.141711666666667,2.770711666666666,2.0591516666666667,0.14732507959162394,0.19833854697363748
12.603,208.18792129629637,219.76148611111114,34.181627,62.33784333333334,4.960688333333334,3.5253299999999994,2.842006666666667,0.107316978684442,0.16914391142606938
12.603,365.01231018518524,354.65669166666675,51.024828,90.034205,7.164695,3.939133333333335,3.0875966666666668,0.12118534035983566,0.29049095229468136
12.603,225.70363888888895,287.1870166666667,46.08876,86.87535500000001,6.913321666666667,3.3057366666666663,2.3577350000000004,0.1673887895027872,0.3530251890462836
12.603,191.12709259259262,246.87429166666672,40.608322,77.21673833333334,6.144713333333334,3.1971600000000007,2.3225633333333335,0.15844936672550625,0.3155205843795784
12.603,207.23657407407413,268.4469583333334,44.125994,83.78808166666667,6.667643333333334,3.2038800000000007,2.31595,0.1608618381363195,0.3508843788716162
12.603,178.85850925925928,238.16413333333335,40.667469,75.80016666666667,6.031985,3.142,2.252965,0.1647897623061502,0.3150195907231154
12.603,161.24011111111113,188.66494444444447,31.396219,59.95868000000001,4.7713600000000005,3.1465833333333344,2.563911666666667,0.10203522928689501,0.2052018558691376
12.603,1886.898930555556,1574.8843638888893,147.67668,252.99972333333335,20.133078333333334,6.224846666666667,3.5943566666666666,0.2678924053920193,0.5276679278306872
12.603,636.6599027777779,546.681513888889,63.109272,110.75247500000002,8.813401666666667,4.936066666666668,3.49377,0.17109426003113556,0.28199890395761956
12.603,97.4626388888889,131.46601111111113,25.166993,47.557961666666664,3.784541666666667,2.7643316666666657,2.224056666666667,0.10830652385055543,0.1557840483503017
12.603,503.44675462962977,454.3454472222223,53.528353,99.15072166666667,7.8901633333333345,4.582371666666669,3.324211666666667,0.15912815269975464,0.26520604405332715
12.603,155.74468518518523,225.30373333333335,36.604725,67.62888333333335,5.381735,3.3314716666666655,2.073796666666667,0.2326757752698677,0.23530525692416354
12.603,169.65925000000001,216.6186305555556,36.214554,67.843635,5.3988249999999995,3.19291,2.3496483333333336,0.1521430386388957,0.2567484914280992
12.603,204.2099305555556,255.9592444444445,37.199377,65.54357166666668,5.215791666666666,3.9051766666666676,2.393466666666667,0.24000565201077703,0.14369252826043127
12.603,82.83650000000002,121.85865555555557,24.048663,47.627246666666665,3.7900566666666666,2.558591666666666,2.0393250000000003,0.11293520616221102,0.19397278528316667
12.603,85.15982870370372,119.23645833333335,22.357699,42.86552833333334,3.41113,2.7816400000000003,2.1426283333333336,0.1297678402984403,0.10164918122261928
12.603,108.98532870370373,153.9537277777778,29.137885,54.458769999999994,4.333691666666667,2.8269783333333334,2.1237283333333337,0.14205042781771215,0.21041513340697637
12.603,227.94136111111118,302.7915305555556,50.059126,93.671065,7.454106666666668,3.2324983333333335,2.2583983333333335,0.1774027192887136,0.3950373699910621
12.603,422.4715185185186,479.83936666666676,68.381881,124.829955,9.933651666666668,3.8439433333333315,2.641331666666667,0.1854372662171866,0.44200082331737406
12.603,265.7497175925926,297.58427500000005,42.957022,80.04612333333333,6.369868333333334,3.7176600000000004,2.6790700000000003,0.16236264466375794,0.26291954239864174
12.603,125.13757870370374,163.83120555555558,29.308868,53.70881333333333,4.274011666666667,3.0503599999999995,2.2914600000000003,0.14206768479656737,0.16706575285297523
12.603,152.80384259259262,188.4860277777778,30.114908,56.18699166666667,4.471218333333334,3.354619999999999,2.432071666666667,0.15942586653571464,0.14268098646726476
12.603,800.4113842592594,672.6233305555556,67.486429,120.19845500000001,9.565090000000001,5.595940000000001,3.5699533333333333,0.22103537462069528,0.26179949515303386
12.603,224.15178703703708,286.6899388888889,45.912657,84.66698166666667,6.737584999999999,3.3860883333333325,2.345583333333334,0.1815360440220609,0.33105539425412783
12.603,136.60881481481485,183.484,31.247565,59.44520666666667,4.7305,3.086606666666666,2.233581666666667,0.16033736900917966,0.21029434590462295
12.603,107.41640740740743,152.52535833333334,29.193136,55.20284333333334,4.392903333333334,2.7629983333333348,2.1127583333333333,0.13336186451743923,0.2277707374868434
12.603,147.3769953703704,188.298425,32.364932,61.182903333333336,4.86878,3.077631666666667,2.3480333333333334,0.13447168841668877,0.22540341583947637
12.603,950.248615740741,824.7227305555557,88.749219,157.08879166666668,12.500728333333333,5.250041666666668,3.456611666666667,0.20598385296149008,0.4084716700552519
12.603,418.6390462962964,459.17161388888894,62.331314,116.87076666666668,9.300279999999999,3.928883333333335,2.73518,0.17912544848763462,0.4060269369516689
12.603,292.6615370370371,326.44462500000003,42.900281,81.22490833333335,6.463673333333334,4.019021666666668,2.689536666666667,0.19817745243327248,0.23320831777197237
12.603,342.70428240740745,352.09172500000005,43.720878,79.165935,6.299825,4.447514999999999,2.920015,0.20732864338523213,0.17235055371840854
12.603,1441.8892361111116,1172.4273805555556,120.264195,209.0182366666667,16.633143333333336,5.609211666666669,3.689496666666667,0.20644964130322777,0.4956278985146431
12.603,425.7204907407408,431.6958083333334,53.262214,97.709165,7.775448333333334,4.418171666666668,2.958475,0.19788078955478425,0.2753305963829171
12.603,278.00126388888896,325.8988722222223,49.043529,90.758175,7.222306666666666,3.590848333333334,2.5590883333333334,0.1677675813463663,0.3358370737618514
12.603,171.9997453703704,205.9035138888889,31.714183,59.13355500000001,4.705698333333333,3.482008333333334,2.506025,0.162988961317294,0.14945454811929423
12.603,155.0245601851852,213.90665555555557,39.33234,70.96687333333334,5.647365,3.0141766666666663,2.17419,0.16189809252751342,0.3040091977467445
12.603,91.31554166666669,122.40124166666669,22.966997,43.84967666666667,3.489446666666667,2.791383333333334,2.2381033333333336,0.11000725057428003,0.11114189260548893
12.603,122.76286111111114,173.11114444444445,33.272464,61.42298,4.887885,2.818345,2.1274683333333333,0.13968919166648694,0.2685541438550368
12.603,84.39680555555557,115.31730833333336,22.365788,42.62545166666667,3.3920250000000003,2.705363333333334,2.1955983333333333,0.10401325998264976,0.11261570185923855
12.603,137.35464814814816,198.78143333333338,33.329196,59.74621666666667,4.754453333333334,3.3270966666666677,2.07295,0.23224737563996373,0.17661917165230254
12.603,235.06551388888894,256.29449444444447,38.704246,69.50257333333333,5.5308383333333335,3.687553333333334,2.7515083333333337,0.14536978343376644,0.19995733167481305
12.603,21396.532523148155,12579.435436111113,742.178853,1235.9164366666666,98.351105,10.178225000000003,5.10274,0.3321442723021748,0.8124336527277926
12.603,142.80733333333336,177.832225,29.525235,57.17114,4.5495350000000006,3.110525,2.4091366666666665,0.12707089232824356,0.18785884183674806
12.603,684.0880925925927,643.6997333333334,76.204028,138.04632,10.985376666666667,4.6629249999999995,3.188231666666667,0.18783134714332958,0.40403436752082045
12.603,135.88859722222224,167.2298555555556,28.834187,53.77809833333333,4.2795250000000005,3.109628333333333,2.4377566666666666,0.12111502386559912,0.15832621328740423
12.603,675.2576342592594,728.9316166666669,92.232852,161.14714500000002,12.823681666666667,4.523391666666669,2.7790983333333337,0.23886281711215412,0.4784835943507857
12.603,107.39934259259262,151.42327222222224,28.405109,55.07160833333334,4.38246,2.749570000000001,2.127796666666667,0.12748135947676706,0.2289516449033443
12.603,258.0079907407408,296.2438305555556,41.187527,76.95539500000001,6.123915,3.849551666666667,2.6127933333333337,0.19137918717328362,0.22804140318979685
12.603,803.9271157407409,772.3940000000001,90.711019,167.52355333333335,13.331100000000001,4.6106583333333315,3.122475,0.19244247696061084,0.486041641217811
12.603,310.4512870370371,319.4841194444445,42.876554,81.23079166666668,6.4641416666666665,3.9330416666666674,2.9151800000000003,0.14863153037540405,0.24344093191906135
12.603,92.82449074074077,129.96115000000003,23.895,47.11736666666667,3.749481666666667,2.758243333333334,2.1427433333333337,0.12558695664002362,0.15231718201573244
12.603,107.43353703703706,141.3235888888889,25.766681,49.83562,3.9657933333333335,2.835795,2.2805866666666668,0.1085158163532887,0.1661374193723868
12.603,4335.815870370371,2700.5564972222223,180.341032,300.0483716666667,23.877090000000003,9.000403333333335,4.81658,0.3028029514401962,0.4524884703294493
12.603,230.39314351851857,284.0430944444445,43.249789,80.07246166666667,6.371963333333333,3.5473250000000007,2.4333616666666664,0.1862601061416583,0.2847621964815016
12.603,225.797800925926,258.27894444444445,38.944933,75.79787666666667,6.031803333333333,3.40747,2.62272,0.13013686135926067,0.27802281390304767
12.603,712.4146712962965,692.1584250000001,83.208389,152.49050166666666,12.134808333333334,4.539026666666666,3.0877966666666667,0.1902797451276131,0.4555509675288659
12.603,144.32483333333337,182.5042805555556,30.578454,59.214606666666675,4.712148333333333,3.082081666666667,2.3724066666666666,0.13010844585789136,0.20913761419237908
12.603,468.6991435185186,488.31516111111114,67.573113,123.75018333333335,9.847726666666668,3.9459750000000025,2.879488333333333,0.1562511751338984,0.4278584392562739
12.603,80.54739351851855,119.5984777777778,24.833939,46.06393333333333,3.6656516666666668,2.5963583333333333,2.020445,0.1247428776476653,0.17075880321707138
12.603,550.3259212962964,518.1930638888889,57.259813,100.89104833333334,8.028655,5.136165000000001,3.1860283333333332,0.23432965187863145,0.21971360033787007
12.603,881.4304814814816,878.3741083333334,104.223465,189.89694,15.111518333333333,4.62553,3.0104383333333335,0.21151104826041492,0.5312845242225935
12.603,2253.315865740741,1431.7770555555558,97.15299,163.4476116666667,13.006748333333334,8.759853333333336,4.721368333333333,0.2995637264822563,0.19511061327059082
12.603,95.1478888888889,127.30983055555556,25.090058,46.92273,3.733991666666667,2.713179999999999,2.2421183333333334,0.09506222127897426,0.15833480469342773
12.603,291.71861111111116,366.88588055555556,53.290812,94.68642000000001,7.534906666666667,3.8747466666666672,2.3853633333333337,0.23791647963587434,0.32079502269423316
12.603,188.16054629629633,216.86317777777782,33.690008,64.14123333333335,5.104196666666667,3.381026666666666,2.6029383333333334,0.13002889110035448,0.2030789211205206
12.603,157.41634722222224,193.0157138888889,29.118128,55.93744,4.45136,3.4505633333333328,2.446686666666667,0.17022793109782797,0.12665228760761627
12.603,345.59376388888893,405.44643333333335,57.620823,104.14057333333334,8.287243333333334,3.8932616666666675,2.557135,0.20713868242728234,0.36073887467446264
12.603,417.2070000000001,433.834488888889,53.688191,96.42640833333334,7.673369999999999,4.499125000000001,2.88502,0.21859064251853136,0.26077192884449724
12.603,188.0749305555556,227.67514166666666,38.374535,70.91080666666667,5.642903333333334,3.210725,2.4782016666666666,0.12876301212062263,0.27470978470785146
12.603,109.73118981481484,144.98424722222225,26.389948,49.83562,3.9657933333333335,2.90925,2.2705466666666667,0.1233066420239147,0.1536780616655507
12.603,84.38825925925929,118.20515833333334,22.788596,43.84967666666667,3.489446666666667,2.6956900000000004,2.1417400000000004,0.11451328494675893,0.12833292285107145
12.603,181.9449953703704,223.42452500000002,37.825672,70.23601833333333,5.589205000000001,3.181053333333334,2.4430400000000003,0.13122352165800955,0.27458161152607624
12.603,171.93122685185187,215.4583277777778,36.243535,68.26772,5.432573333333334,3.156078333333334,2.393936666666667,0.1373224516810617,0.2650584851211607
12.603,668.0814814814817,591.8070611111112,66.813324,122.67421666666667,9.762103333333334,4.824216666666666,3.386651666666667,0.17508075171099427,0.33852861219736496
12.603,241.84725000000006,297.03352500000005,43.686763,84.09385,6.691976666666667,3.532166666666667,2.442625,0.18235642804839775,0.3090537658737831
12.603,1178.2148796296299,924.7853027777779,86.804938,159.10026333333334,12.660796666666668,5.812595000000002,3.822125,0.20659344537256938,0.3707062455143815
12.603,281.0533333333334,323.55806111111116,50.771792,92.69639166666667,7.376545,3.4905133333333334,2.6059,0.14510389715482983,0.357597387210737
12.603,140.53535648148153,164.86820833333337,27.431652,51.49455833333334,4.097806666666667,3.2016633333333337,2.5572316666666666,0.11190196498923269,0.12276827404364053
12.603,293.3989768518519,318.908025,46.709152,85.81732666666666,6.829126666666667,3.7161266666666677,2.7600333333333333,0.14763275356589922,0.2952039084883688
12.603,280.44440277777784,273.70118333333335,37.531966,69.99235,5.569815,3.910445,3.0739116666666666,0.1197724247568495,0.17503422901903534
12.603,125.15467592592596,147.90122222222223,25.712181,49.091548333333336,3.9065816666666664,3.0127633333333343,2.5386133333333336,0.08541124633949666,0.1291767260244044
12.603,211.96026851851855,241.74335555555558,36.461713,68.89347666666667,5.4823683333333335,3.5089433333333337,2.630396666666667,0.1431011585393001,0.21948132521265434
12.603,245.8336620370371,268.3064194444445,38.436148,69.22917500000001,5.509083333333334,3.875626666666666,2.7487266666666668,0.17011471811588139,0.1740551031056546
12.603,251.26060648148155,261.22248333333334,37.383112,69.30434333333334,5.515065,3.7692083333333324,2.8855933333333335,0.13277856264687066,0.1880445139845805
12.603,105.87323148148151,149.89840833333335,27.792067,54.837415,4.363823333333333,2.733506666666667,2.1189,0.12666017275276464,0.22970844904586188
12.603,163.58918518518524,186.32912500000003,29.01297,56.256276666666665,4.476731666666667,3.312148333333333,2.633875,0.11407175776303151,0.14951871557057417
12.603,589.8497361111113,685.1745861111111,92.492366,165.20663833333333,13.146726666666666,4.14738,2.582625,0.23250428491509292,0.5203707158816337
12.603,1986.5125787037043,1383.2219361111113,106.701178,181.29689,14.427148333333333,7.629595,4.308446666666667,0.2781987553793371,0.30818481362389094
12.603,281.8590972222223,327.77860833333335,47.054716,82.41464666666667,6.558350000000001,3.9771883333333333,2.5797200000000005,0.2131291551277342,0.2449957073859381
12.603,247.866087962963,346.4893305555556,59.363503,108.62532999999999,8.644128333333335,3.1897650000000013,2.1460933333333334,0.19559583509682155,0.46091030058295823
12.603,119.75347222222224,156.75649166666668,27.515365,52.24451333333334,4.157486666666667,3.000440000000001,2.291838333333333,0.13389349955453983,0.16164550442446546
12.603,458.1963472222223,391.4092277777778,47.703372,87.63006833333334,6.97338,4.466608333333334,3.511896666666667,0.11966047106151678,0.21912362090112847
12.603,218.13304629629633,240.91859722222225,33.792369,64.64523,5.144303333333333,3.7267800000000006,2.716266666666667,0.1568378106837656,0.1597914572628295
12.603,80.54739351851855,116.57797500000002,23.071234,45.14907,3.5928483333333334,2.582068333333334,2.072795,0.10940672085610834,0.16369127788499158
12.603,651.8434583333335,616.235975,75.035566,131.48938333333334,10.463593333333334,4.686583333333333,3.1733466666666668,0.1925254635431443,0.38131634548596033
12.603,191.98425000000003,228.76441111111114,34.85165,65.98647,5.251036666666667,3.4668383333333326,2.5176683333333334,0.15860455219923428,0.20465977469662439
12.603,100.52337962962964,144.20523611111113,26.625019,50.74689166666667,4.03831,2.841656666666666,2.0912566666666668,0.152121058955019,0.17393301324134336
12.603,1496.82725462963,1114.1073861111113,100.077075,178.58563333333333,14.211393333333334,6.238505000000002,4.030565,0.2150087593131609,0.3898742283885843
12.603,185.07409259259265,215.83854444444447,34.261918,63.70292833333333,5.069318333333333,3.3882049999999997,2.572396666666667,0.13686677603295633,0.19877135032044452
12.603,395.67095833333343,417.8902027777778,57.464355,107.04156,8.518096666666668,3.904000000000001,2.84049,0.15768575533509588,0.3714426630609057
12.603,147.3513518518519,196.77808888888893,33.454975,63.94071333333333,5.088240000000001,3.0775083333333333,2.2464600000000003,0.1560956567172168,0.2462397302227251
12.603,484.19085648148155,473.5614027777778,55.097407,98.70881,7.8549983333333335,4.79756,3.067336666666667,0.2199931425248646,0.241645859500088
12.603,415.6125324074075,442.5268805555556,55.286379,100.18632833333334,7.972575000000001,4.417038333333333,2.817541666666667,0.22109046643573863,0.28697720994252185
12.603,84.35403240740743,130.93179166666667,26.954905,50.750485000000005,4.038595,2.579911666666666,1.9327783333333335,0.1434030109166224,0.22039463081299315
12.603,552.572314814815,554.3267833333333,61.553547,113.41711666666667,9.025446666666667,4.887505000000001,2.990505,0.24079685098140274,0.29741651993088924
